geneID	geneSymbol	bioType	length	geneInfo	chromosome	start	end
ENSG00000257283.1	AC012464.1	lncRNA	540	uncharacterized LOC105369911	chr12	93894965	93943603
ENSG00000257284.1	AC013437.1	lncRNA	414		chr2	143162078	143172172
ENSG00000257285.6	AL132780.1	lncRNA	1175.03	PRMT5 divergent transcript	chr14	22929607	22956436
ENSG00000257286.1	AC089999.1	lncRNA	248		chr12	113185624	113192161
ENSG00000257287.1	AC016256.1	processed_pseudogene	354	H3 histone pseudogene 35	chr12	72431722	72432075
ENSG00000257288.1	AC068305.1	processed_pseudogene	1205		chr12	59052980	59054184
ENSG00000257289.1	AC025423.5	processed_pseudogene	219		chr12	68913804	68914022
ENSG00000257292.2	AC117372.1	unprocessed_pseudogene	620		chr12	38205098	38206009
ENSG00000257294.2	AC080011.1	lncRNA	989		chr12	60092864	60096071
ENSG00000257296.1	AC093027.1	processed_pseudogene	429		chr12	84671598	84672026
ENSG00000257298.1	AC008147.2	lncRNA	4713		chr12	50185580	50191363
ENSG00000257300.1	HAUS8P1	processed_pseudogene	542	HAUS augmin like complex subunit 8 pseudogene 1	chr12	114097682	114098223
ENSG00000257302.1	FAHD2P1	processed_pseudogene	939	fumarylacetoacetate hydrolase domain containing 2 pseudogene 1	chr12	70671918	70672856
ENSG00000257303.2	AC073896.2	lncRNA	882.66	CNPY2 antisense RNA 1	chr12	56300075	56317992
ENSG00000257307.1	AL162311.2	processed_pseudogene	709	EWS RNA binding protein 1 pseudogene	chr14	35881001	35881709
ENSG00000257308.1	AC090017.1	processed_pseudogene	1779	piggyBac transposable element derived 3 pseudogene 1	chr12	61231159	61232937
ENSG00000257310.1	AL589743.1	lncRNA	2712		chr14	19244962	19247673
ENSG00000257315.2	ZBED6	protein_coding	12481	zinc finger BED-type containing 6	chr1	203795623	203854124
ENSG00000257316.1	AC087311.1	processed_pseudogene	1233	argininosuccinate synthetase 1 pseudogene 14	chr12	32985838	32987070
ENSG00000257319.1	AC008127.1	lncRNA	499	DBX2 antisense RNA 1	chr12	45050901	45103107
ENSG00000257322.6	AC138123.1	lncRNA	543		chr12	93003390	93215679
ENSG00000257323.1	AC123904.2	processed_pseudogene	300		chr12	74656561	74656860
ENSG00000257325.1	AC138360.1	lncRNA	386		chr12	100852331	100859262
ENSG00000257327.1	AC012555.1	lncRNA	674		chr12	103841451	103844664
ENSG00000257329.1	AC011611.2	lncRNA	358		chr12	75964440	75967062
ENSG00000257331.1	RACGAP1P	processed_pseudogene	1879	Rac GTPase activating protein 1 pseudogene 1	chr12	45063473	45065351
ENSG00000257332.1	HNRNPA1P69	processed_pseudogene	933	heterogeneous nuclear ribonucleoprotein A1 pseudogene 69	chr12	63271404	63272336
ENSG00000257335.8	MGAM	protein_coding	9172	maltase-glucoamylase	chr7	141907813	142106747
ENSG00000257336.1	PRELID2P1	processed_pseudogene	301	PRELI domain containing 2 pseudogene 1	chr12	68957377	68957677
ENSG00000257337.7	AC068888.1	lncRNA	2323.5	TNS2 antisense RNA 1	chr12	53012884	53054450
ENSG00000257341.5	AL928654.3	protein_coding	980		chr14	105487199	105492267
ENSG00000257342.1	AC025165.2	lncRNA	699		chr12	57694132	57721510
ENSG00000257343.1	AC055716.1	unprocessed_pseudogene	495		chr12	52746596	52748308
ENSG00000257345.2	LINC02413	lncRNA	898	long intergenic non-protein coding RNA 2413	chr12	92999218	93019820
ENSG00000257346.1	AC011603.1	lncRNA	496		chr12	49090208	49093312
ENSG00000257350.1	AC027287.1	processed_pseudogene	1453		chr12	55122668	55124120
ENSG00000257354.2	AC048341.1	lncRNA	8693	MIRLET7I host gene	chr12	62602752	62622213
ENSG00000257355.1	AC008770.1	protein_coding	542		chr19	12017888	12052967
ENSG00000257356.2	BNIP3P6	processed_pseudogene	499	BCL2 interacting protein 3 pseudogene 6	chr14	18418775	18419273
ENSG00000257359.1	AC073863.1	lncRNA	570		chr12	113932569	113937255
ENSG00000257360.1	AC123567.1	processed_pseudogene	1261		chr12	94140077	94141337
ENSG00000257364.1	VENTXP3	processed_pseudogene	773	VENT homeobox pseudogene 3	chr12	74292324	74293096
ENSG00000257365.8	FNTB	protein_coding	1410.56	farnesyltransferase, CAAX box, beta	chr14	64986895	65062652
ENSG00000257366.1	AC138969.3	lncRNA	1459		chr16	16308542	16310000
ENSG00000257368.2	AC063924.1	processed_pseudogene	673	mesoderm development LRP chaperone pseudogene	chr12	45444766	45445438
ENSG00000257373.1	AC012038.1	lncRNA	552		chr12	42979254	42996486
ENSG00000257376.1	AC079601.2	processed_pseudogene	775		chr12	42431665	42433357
ENSG00000257378.1	AC025154.1	lncRNA	560		chr12	49954639	49956125
ENSG00000257379.1	AC023509.1	lncRNA	1571		chr12	53441741	53467528
ENSG00000257381.3	MIR3179-2	miRNA	84	microRNA 3179-2	chr16	16300159	16300242
ENSG00000257384.1	AC009779.1	processed_pseudogene	283		chr12	55732366	55732648
ENSG00000257386.1	AC025257.1	lncRNA	375		chr12	74538145	74538633
ENSG00000257389.1	AC107016.1	processed_pseudogene	337		chr12	52837403	52837739
ENSG00000257390.5	AC023055.1	protein_coding	782		chr12	55757275	55827546
ENSG00000257391.1	AC126763.1	lncRNA	2118		chr16	15154903	15157020
ENSG00000257392.1	AC126177.2	unprocessed_pseudogene	688	ret finger protein like 3 pseudogene	chr12	107887730	107889886
ENSG00000257395.1	AL512310.3	lncRNA	1493		chr14	19681420	19684739
ENSG00000257398.8	AC126177.3	lncRNA	797.29		chr12	107809483	107864562
ENSG00000257400.1	AC023161.1	lncRNA	420		chr12	94491546	94496442
ENSG00000257402.2	KRT126P	unprocessed_pseudogene	1181	keratin 126 pseudogene	chr12	52715567	52721655
ENSG00000257403.2	AC008740.1	unprocessed_pseudogene	255		chr16	21347139	21352138
ENSG00000257404.1	AC107016.2	processed_pseudogene	190		chr12	52782650	52782839
ENSG00000257405.1	AC079600.1	processed_pseudogene	297		chr12	42636815	42637111
ENSG00000257407.1	AC009803.1	lncRNA	480		chr12	115582061	115639734
ENSG00000257408.2	AC092375.1	transcribed_unprocessed_pseudogene	520.5	ABCA3 pseudogene 1	chr16	21938865	21944958
ENSG00000257410.1	AC089984.1	lncRNA	1431		chr12	71793855	71799627
ENSG00000257411.2	AC034102.3	protein_coding	489		chr12	56101331	56109289
ENSG00000257414.1	OR6C73P	unprocessed_pseudogene	358	olfactory receptor family 6 subfamily C member 73 pseudogene	chr12	55396340	55396697
ENSG00000257415.1	AC084364.1	processed_pseudogene	1556		chr12	103503381	103504936
ENSG00000257426.1	AC126177.4	unprocessed_pseudogene	178		chr12	107899638	107899815
ENSG00000257429.1	AC074031.1	lncRNA	734		chr12	80583683	80593701
ENSG00000257431.1	AC089998.1	lncRNA	3141		chr12	82512677	82515817
ENSG00000257432.1	AL512310.4	processed_pseudogene	1335		chr14	19629006	19630340
ENSG00000257433.6	AC004241.1	lncRNA	637.25	RPAP3 divergent transcript	chr12	47706058	47742294
ENSG00000257434.1	AC073525.1	lncRNA	1302		chr12	75020969	75044793
ENSG00000257435.1	AC087311.2	lncRNA	320		chr12	32988763	32993754
ENSG00000257438.1	AC011595.1	lncRNA	753		chr12	106103163	106106165
ENSG00000257443.1	AC068305.2	lncRNA	555	LRIG3 divergent transcript	chr12	58920639	59065312
ENSG00000257444.1	SETP7	processed_pseudogene	453	SET pseudogene 7	chr12	107271394	107271846
ENSG00000257446.3	ZNF878	protein_coding	1734	zinc finger protein 878	chr19	12043805	12052961
ENSG00000257449.1	AC034102.4	lncRNA	300		chr12	56029649	56041806
ENSG00000257452.1	AC004551.2	lncRNA	575		chr12	112907628	113017751
ENSG00000257453.1	AC011611.3	lncRNA	569	PHLDA1 antisense RNA 1	chr12	76030494	76031378
ENSG00000257454.1	AC025575.1	lncRNA	544		chr12	71034122	71104526
ENSG00000257456.1	AC009320.1	lncRNA	349		chr12	29519731	29529974
ENSG00000257458.1	AC069437.1	lncRNA	512		chr12	98931682	98976656
ENSG00000257464.1	AC125611.1	processed_pseudogene	229		chr12	49442424	49442652
ENSG00000257465.2	ELOCP32	processed_pseudogene	324	elongin C pseudogene 32	chr12	117245551	117246164
ENSG00000257467.6	PPFIA2-AS1	lncRNA	802.64	PPFIA2 antisense RNA 1	chr12	81270669	81312422
ENSG00000257470.2	AC007656.1	lncRNA	523		chr12	97024021	97127626
ENSG00000257472.1	AL355112.1	lncRNA	1236		chr14	31925801	31930146
ENSG00000257474.5	AC027288.1	lncRNA	645.67		chr12	79540203	79550535
ENSG00000257475.2	AC068888.2	lncRNA	536		chr12	53012104	53013921
ENSG00000257476.1	LINC02459	lncRNA	474	long intergenic non-protein coding RNA 2459	chr12	114238970	114241770
ENSG00000257477.1	LINC01154	lncRNA	454	long intergenic non-protein coding RNA 1154	chr12	54428303	54429403
ENSG00000257480.1	MRPL2P1	processed_pseudogene	919	mitochondrial ribosomal protein L2 pseudogene 1	chr12	89752913	89753831
ENSG00000257488.5	LINC02354	lncRNA	482.4	long intergenic non-protein coding RNA 2354	chr12	47826854	47837898
ENSG00000257489.6	AC010203.1	transcribed_unprocessed_pseudogene	737.66		chr12	100180553	100199762
ENSG00000257493.1	AL512310.5	unprocessed_pseudogene	411		chr14	19664098	19683677
ENSG00000257494.1	AC004217.1	lncRNA	751		chr12	112256800	112259091
ENSG00000257495.5	KRT73-AS1	lncRNA	1701.67	KRT73 antisense RNA 1	chr12	52601467	52615305
ENSG00000257496.1	AC025031.1	lncRNA	562		chr12	46384233	46494474
ENSG00000257497.2	AC121761.1	lncRNA	1482	GLIPR1 antisense RNA 1	chr12	75483454	75489820
ENSG00000257500.1	AC055736.1	lncRNA	629		chr12	52407580	52428494
ENSG00000257501.6	AC007424.1	transcribed_processed_pseudogene	1281.4	PAFAH1B2 pseudogene 2	chr12	97644345	97761859
ENSG00000257503.1	CYB5AP5	processed_pseudogene	389	cytochrome b5 type A pseudogene 5	chr14	26208036	26208424
ENSG00000257504.1	LINC02297	lncRNA	1493	long intergenic non-protein coding RNA 2297	chr14	18630318	18633634
ENSG00000257506.1	AC133555.1	unprocessed_pseudogene	259		chr16	29478879	29482591
ENSG00000257507.1	LINC02373	lncRNA	423	long intergenic non-protein coding RNA 2373	chr12	69449470	69460724
ENSG00000257509.1	AC073487.1	lncRNA	529		chr12	55761550	55762628
ENSG00000257510.2	LINC02402	lncRNA	1732	long intergenic non-protein coding RNA 2402	chr12	42615221	42646547
ENSG00000257511.1	AC084824.1	processed_pseudogene	1005	nucleosome assembly protein 1 like 1 pseudogene	chr12	32726383	32727387
ENSG00000257512.1	AC124947.2	transcribed_processed_pseudogene	633		chr12	93314809	93315941
ENSG00000257513.7	NPIPB1P	transcribed_unprocessed_pseudogene	948.7	nuclear pore complex interacting protein family member B1, pseudogene	chr18	11619436	11639461
ENSG00000257514.5	AC117505.1	lncRNA	504		chr12	101646720	101659970
ENSG00000257515.1	AC011601.1	lncRNA	577		chr12	71709171	71710374
ENSG00000257517.1	AC026765.1	lncRNA	435		chr12	114768674	114771851
ENSG00000257519.1	AC078880.1	lncRNA	553		chr12	115263170	115270596
ENSG00000257520.1	SFTA3	lncRNA	1116	surfactant associated 3	chr14	36473207	36521149
ENSG00000257522.7	AL133166.1	lncRNA	2029.57	uncharacterized LOC102724934	chr14	29210986	29392048
ENSG00000257523.3	LINC02326	lncRNA	937.4	long intergenic non-protein coding RNA 2326	chr14	28875404	29064993
ENSG00000257524.6	AL157935.2	protein_coding	1454.23		chr9	127867850	127906022
ENSG00000257526.2	AC107032.2	lncRNA	386	uncharacterized LOC105369850	chr12	76559870	76615567
ENSG00000257527.1	AC126755.2	lncRNA	543		chr16	18411309	18411851
ENSG00000257528.1	KRT8P19	processed_pseudogene	1455	keratin 8 pseudogene 19	chr12	61879318	61880772
ENSG00000257529.5	RPL36A-HNRNPH2	protein_coding	567	RPL36A-HNRNPH2 readthrough	chrX	101391011	101412297
ENSG00000257530.1	AC048344.1	lncRNA	407	BICD1 antisense RNA 1	chr12	32104117	32107528
ENSG00000257531.2	AC008147.3	transcribed_processed_pseudogene	354		chr12	50217662	50218343
ENSG00000257534.1	AC023794.5	lncRNA	754		chr12	54162065	54164452
ENSG00000257539.2	HSPA8P14	processed_pseudogene	1805	heat shock protein family A (Hsp70) member 8 pseudogene 14	chr12	111381867	111385638
ENSG00000257541.1	LINC02403	lncRNA	484	long intergenic non-protein coding RNA 2403	chr12	58087892	58093362
ENSG00000257542.5	OR7E47P	transcribed_unprocessed_pseudogene	933	olfactory receptor family 7 subfamily E member 47 pseudogene	chr12	52107278	52108261
ENSG00000257543.1	AC063948.1	lncRNA	379		chr12	101408372	101409060
ENSG00000257545.5	AC079385.1	lncRNA	965.67	uncharacterized LOC100287944	chr12	106495958	106774926
ENSG00000257548.1	AC078929.1	lncRNA	502		chr12	107093298	107123314
ENSG00000257550.2	AC023509.2	lncRNA	2390	uncharacterized LOC100652999	chr12	53513891	53517608
ENSG00000257551.1	HLX-AS1	lncRNA	563	HLX antisense RNA 1	chr1	220832763	220880140
ENSG00000257553.1	AC034102.5	lncRNA	434		chr12	56104614	56113905
ENSG00000257556.2	LINC02298	lncRNA	998.28	long intergenic non-protein coding RNA 2298	chr14	105092737	105100131
ENSG00000257557.2	PPP1R12A-AS1	lncRNA	3234	PPP1R12A antisense RNA 1	chr12	79934901	79942712
ENSG00000257558.2	CR383656.3	processed_pseudogene	122		chr14	18667249	18667370
ENSG00000257563.1	AC126755.3	lncRNA	1459		chr16	18402146	18403604
ENSG00000257564.1	AC068993.1	processed_pseudogene	589		chr12	78793526	78794114
ENSG00000257568.1	AC079035.1	lncRNA	848		chr12	62482349	62484932
ENSG00000257569.1	GSTP1P1	processed_pseudogene	319	glutathione S-transferase pi 1 pseudogene 1	chr12	55900300	55900618
ENSG00000257570.1	AC020612.2	processed_pseudogene	100		chr12	49709237	49709336
ENSG00000257572.1	AC008127.2	processed_pseudogene	1075	small RNA binding exonuclease protection factor La like 3, pseudogene	chr12	45071769	45072843
ENSG00000257576.1	HSPD1P4	processed_pseudogene	1702	heat shock protein family D (Hsp60) member 1 pseudogene 4	chr12	56511002	56512703
ENSG00000257579.1	AC007540.1	lncRNA	507		chr12	107610034	107617721
ENSG00000257580.1	AC008055.1	processed_pseudogene	609		chr12	98317741	98318349
ENSG00000257582.5	LINC01475	lncRNA	551.5	long intergenic non-protein coding RNA 1475	chr10	99526350	99531177
ENSG00000257585.1	LINC00609	lncRNA	583	long intergenic non-protein coding RNA 609	chr14	36070427	36165288
ENSG00000257586.1	AC018448.2	unprocessed_pseudogene	305	sucrase-isomaltase (alpha-glucosidase) pseudogene	chr12	38994803	38996882
ENSG00000257587.1	AC136188.1	lncRNA	342		chr12	73906940	73919337
ENSG00000257588.1	AC025154.2	lncRNA	689.33	AQP5 and AQP2 antisense RNA 2	chr12	49951512	49962924
ENSG00000257591.5	ZNF625	protein_coding	1459.8	zinc finger protein 625	chr19	12142090	12156734
ENSG00000257594.4	GALNT4	protein_coding	5385	polypeptide N-acetylgalactosaminyltransferase 4	chr12	89519412	89524796
ENSG00000257595.3	LINC02356	lncRNA	272	long intergenic non-protein coding RNA 2356	chr12	111369261	111403310
ENSG00000257596.1	SCAT2	lncRNA	735	S-phase cancer associated transcript 2	chr12	54262615	54279063
ENSG00000257599.3	OVCH1-AS1	lncRNA	5529	OVCH1 antisense RNA 1	chr12	29389289	29487488
ENSG00000257603.1	AC010183.1	lncRNA	559		chr12	114077133	114079902
ENSG00000257604.1	AC027288.2	processed_pseudogene	243		chr12	79500119	79500687
ENSG00000257605.2	AC073611.2	lncRNA	647	MYG1 antisense RNA 1	chr12	53298655	53300375
ENSG00000257607.1	AC073957.2	lncRNA	1562		chr7	1055360	1059261
ENSG00000257609.1	AC091515.1	processed_pseudogene	679	vomeronasal 1 receptor 57 pseudogene	chr12	81868368	81869046
ENSG00000257611.1	AC010182.1	processed_pseudogene	2434		chr12	106170004	106172437
ENSG00000257612.2	MIR4307HG	lncRNA	884.5	MIR4307 host gene	chr14	26873092	26918594
ENSG00000257613.1	LINC01481	lncRNA	629				
ENSG00000257614.1	AL133304.1	lncRNA	549		chr14	35947556	35950044
ENSG00000257616.1	AC055716.2	processed_pseudogene	2441	DEAD-box helicase 23 pseudogene	chr12	52730425	52732865
ENSG00000257621.8	PSMA3-AS1	lncRNA	1833.08	PSMA3 antisense RNA 1	chr14	58265365	58298134
ENSG00000257622.1	AL512356.1	lncRNA	535		chr14	105152194	105181194
ENSG00000257624.1	AC004024.1	processed_pseudogene	247		chr12	112000739	112000985
ENSG00000257629.1	AC006199.1	processed_pseudogene	219	microtubule associated protein 1 light chain 3 beta pseudogene	chr12	89027757	89028522
ENSG00000257634.1	AC079310.1	lncRNA	700		chr12	54682973	54687434
ENSG00000257635.2	CR383656.4	transcribed_processed_pseudogene	1340		chr14	18698639	18699978
ENSG00000257636.6	G2E3-AS1	lncRNA	471	G2E3 antisense RNA 1	chr14	30437992	30573629
ENSG00000257639.1	AC005632.1	unprocessed_pseudogene	576	carbonic anhydrase 5A pseudogene	chr16	21532945	21550373
ENSG00000257642.1	AC011313.1	lncRNA	549	C12orf75 antisense RNA 1	chr12	105304867	105327017
ENSG00000257643.1	AC084824.2	processed_pseudogene	345		chr12	32692504	32692848
ENSG00000257644.1	CR383656.5	unprocessed_pseudogene	394		chr14	18631388	18650966
ENSG00000257645.1	AC087897.1	processed_pseudogene	156		chr12	38532895	38533050
ENSG00000257647.1	AC124312.2	lncRNA	427		chr15	25027736	25032047
ENSG00000257648.1	CYCSP30	processed_pseudogene	172	CYCS pseudogene 30	chr12	87750142	87750313
ENSG00000257649.1	METTL7AP1	processed_pseudogene	496	methyltransferase like 7A pseudogene 1	chr12	52229093	52229588
ENSG00000257653.1	AC117498.1	lncRNA	713		chr12	48766194	48767323
ENSG00000257654.1	AC125603.1	lncRNA	366		chr12	116698336	116703130
ENSG00000257657.3	AC079950.1	lncRNA	2557		chr12	45475520	45610620
ENSG00000257658.1	AC004217.2	processed_pseudogene	878		chr12	112321759	112323089
ENSG00000257660.5	AC117498.2	lncRNA	456	ADCY6 divergent transcript	chr12	48789147	48790535
ENSG00000257662.1	EIF4A1P12	processed_pseudogene	141	eukaryotic translation initiation factor 4A1 pseudogene 12	chr14	28593779	28593919
ENSG00000257663.1	AC025259.1	lncRNA	647		chr12	52076841	52082084
ENSG00000257664.1	RSL24D1P5	processed_pseudogene	491	ribosomal L24 domain containing 1 pseudogene 5	chr12	63055275	63055765
ENSG00000257666.1	CBX3P5	processed_pseudogene	521	chromobox 3 pseudogene 5	chr12	95286318	95286838
ENSG00000257668.1	AC084033.2	processed_pseudogene	967		chr12	57983795	57984761
ENSG00000257671.1	KRT7-AS	lncRNA	1693	KRT7 antisense RNA 1	chr12	52245048	52247448
ENSG00000257672.2	CR383656.6	processed_pseudogene	174		chr14	18614388	18614561
ENSG00000257674.1	AC020629.1	processed_pseudogene	1650		chr12	42286911	42288560
ENSG00000257675.1	BTBD10P1	processed_pseudogene	1352	BTB domain containing 10 pseudogene 1	chr12	52748776	52750127
ENSG00000257677.2	LINC02464	lncRNA	1059	long intergenic non-protein coding RNA 2464	chr12	77219603	77317234
ENSG00000257680.1	AC016144.1	processed_pseudogene	1087		chr12	40728811	40729897
ENSG00000257681.1	AC025265.1	lncRNA	617.5		chr12	103746315	103768858
ENSG00000257682.1	AC090503.1	lncRNA	729		chr12	73203815	73206835
ENSG00000257683.1	LINC02463	lncRNA	497	long intergenic non-protein coding RNA 2463	chr12	115810359	115886137
ENSG00000257687.1	AC079600.2	processed_pseudogene	130		chr12	42627008	42627137
ENSG00000257691.2	AC133555.2	processed_pseudogene	292		chr16	29475064	29475355
ENSG00000257696.1	AC010203.2	lncRNA	418	UHRF1BP1L divergent transcript	chr12	100143058	100144671
ENSG00000257698.2	GIHCG	lncRNA	575.78	GIHCG inhibitor of miR-200b/200a/429 expression	chr12	57930115	57936345
ENSG00000257700.1	AC055716.3	lncRNA	761		chr12	52692605	52696788
ENSG00000257702.3	LBX2-AS1	lncRNA	2083	LBX2 antisense RNA 1	chr2	74502552	74505091
ENSG00000257703.6	AC068643.1	lncRNA	1785.25		chr12	103079634	103178675
ENSG00000257704.3	INAFM1	protein_coding	1255	InaF motif containing 1	chr19	47274885	47275723
ENSG00000257711.2	AC079385.2	lncRNA	4079	uncharacterized LOC100505978	chr12	106678583	106684707
ENSG00000257715.1	AC007298.1	lncRNA	656		chr12	96025323	96027971
ENSG00000257718.1	CPNE8-AS1	lncRNA	526	CPNE8 antisense RNA 1	chr12	38906451	38909592
ENSG00000257720.1	ILF2P2	processed_pseudogene	1117	interleukin enhancer binding factor 2 pseudogene 2	chr14	36054197	36055313
ENSG00000257721.1	CR383656.7	processed_pseudogene	145		chr14	18560047	18560191
ENSG00000257723.1	CHCHD3P2	processed_pseudogene	639	coiled-coil-helix-coiled-coil-helix domain containing 3 pseudogene 2	chr12	72610678	72611316
ENSG00000257725.1	LINC02399	lncRNA	400	long intergenic non-protein coding RNA 2399	chr12	89947693	89949726
ENSG00000257726.1	AC078880.2	lncRNA	843		chr12	115363012	115364745
ENSG00000257727.6	CNPY2	protein_coding	726.57	canopy FGF signaling regulator 2	chr12	56309842	56316119
ENSG00000257729.2	AC090679.1	lncRNA	539.33		chr12	84154434	84294562
ENSG00000257730.1	LSM6P2	processed_pseudogene	177	LSM6 homolog, U6 small nuclear RNA and mRNA degradation associated pseudogene 2	chr12	49770960	49771136
ENSG00000257731.2	CR383656.8	processed_pseudogene	1178	single stranded DNA binding protein 4 pseudogene	chr14	18645044	18646221
ENSG00000257732.1	AC089983.1	lncRNA	701	uncharacterized LOC124903002	chr12	104262314	104280722
ENSG00000257735.1	AC090115.1	lncRNA	562		chr12	48350945	48442411
ENSG00000257737.1	AC025265.2	lncRNA	478		chr12	103654780	103657995
ENSG00000257738.2	AC009248.1	processed_pseudogene	735	carbonyl reductase 1 pseudogene	chr12	45200817	45201551
ENSG00000257740.1	AC073896.3	lncRNA	437		chr12	56308868	56309449
ENSG00000257741.6	LINC01490	lncRNA	997.18	long intergenic non-protein coding RNA 1490	chr12	80763151	80770717
ENSG00000257743.8	MGAM2	protein_coding	7867	maltase-glucoamylase 2 (putative)	chr7	142111718	142222324
ENSG00000257746.2	AC138123.2	lncRNA	1356.75	uncharacterized LOC105369907	chr12	93090480	93108629
ENSG00000257747.2	LINC02426	lncRNA	1215	long intergenic non-protein coding RNA 2426	chr12	81953719	81993136
ENSG00000257748.2	LINC02281	lncRNA	375.5	long intergenic non-protein coding RNA 2281	chr14	28800084	28830204
ENSG00000257750.2	LINC02445	lncRNA	477	long intergenic non-protein coding RNA 2445	chr12	73758657	73846188
ENSG00000257751.2	AL512310.6	processed_pseudogene	515	pleckstrin homology domain containing B2 pseudogene	chr14	19668542	19669056
ENSG00000257752.1	AC091516.1	processed_pseudogene	703	transmembrane protein 38A pseudogene	chr12	88057876	88058578
ENSG00000257754.1	AC012555.2	lncRNA	413		chr12	103819610	103822085
ENSG00000257756.6	LINC02386	lncRNA	554.71	long intergenic non-protein coding RNA 2386	chr12	30230779	30296707
ENSG00000257757.1	OR6C7P	unprocessed_pseudogene	934	olfactory receptor family 6 subfamily C member 7 pseudogene	chr12	55342841	55343774
ENSG00000257758.1	KRT18P20	processed_pseudogene	1279	keratin 18 pseudogene 20	chr12	104976749	104978027
ENSG00000257759.2	AL357153.2	lncRNA	565		chr14	70425812	70547464
ENSG00000257761.2	AC078860.1	lncRNA	2606	uncharacterized LOC124902964	chr12	71587642	71594404
ENSG00000257762.6	LINC02401	lncRNA	1125.6	long intergenic non-protein coding RNA 2401	chr12	103547751	103578947
ENSG00000257763.1	OR5BK1P	unprocessed_pseudogene	823	olfactory receptor family 5 subfamily BK member 1 pseudogene	chr12	48355792	48356614
ENSG00000257764.2	AC020656.1	lncRNA	599		chr12	69353493	69354225
ENSG00000257766.1	AC025265.3	lncRNA	468		chr12	103668575	103669406
ENSG00000257767.3	AC002996.1	protein_coding	784		chr12	111753890	111791418
ENSG00000257769.1	AC026401.1	lncRNA	530		chr16	15608474	15610563
ENSG00000257771.6	LINC02395	lncRNA	1436.1	long intergenic non-protein coding RNA 2395	chr12	49900311	49932764
ENSG00000257773.1	ST13P3	processed_pseudogene	1110	ST13, Hsp70 interacting protein pseudogene 3	chr12	106015897	106017006
ENSG00000257777.1	AC022507.1	processed_pseudogene	1505		chr12	75600047	75601551
ENSG00000257779.1	AC078814.2	processed_pseudogene	327	chromosome 6 open reading frame 35 pseudogene	chr12	63002469	63002795
ENSG00000257780.5	GLYCAM1	transcribed_unitary_pseudogene	559.2	glycosylation dependent cell adhesion molecule 1 (pseudogene)	chr12	54608187	54610462
ENSG00000257781.1	AC009387.1	lncRNA	441		chr12	115755262	115799936
ENSG00000257784.2	LINC02400	lncRNA	607.86	long intergenic non-protein coding RNA 2400	chr12	41764144	41774671
ENSG00000257786.1	AKIRIN1P1	processed_pseudogene	544	akirin 1 pseudogene 1	chr12	80561017	80561560
ENSG00000257787.2	AC112481.1	lncRNA	875	uncharacterized LOC124903074	chr12	90809207	90810689
ENSG00000257790.1	EIF4A1P4	processed_pseudogene	1213	eukaryotic translation initiation factor 4A1 pseudogene 4	chr12	53153272	53154484
ENSG00000257792.1	OR5BJ1P	unprocessed_pseudogene	883	olfactory receptor family 5 subfamily BJ member 1 pseudogene	chr12	48394510	48395392
ENSG00000257797.1	AC039056.1	lncRNA	467		chr15	42006132	42010117
ENSG00000257800.1	FNBP1P1	processed_pseudogene	1994	formin binding protein 1 pseudogene 1	chr2	74120680	74123218
ENSG00000257802.1	AC089984.2	processed_pseudogene	1201	MRS2 pseudogene 2	chr12	71849228	71850428
ENSG00000257803.2	AC010200.1	processed_pseudogene	1454	phosphatidylinositol glycan anchor biosynthesis class A pseudogene 1	chr12	100578744	100580197
ENSG00000257807.1	AC003686.1	processed_pseudogene	1034	starch binding domain 1 pseudogene	chr12	47484689	47485722
ENSG00000257808.1	AC073573.1	lncRNA	481		chr12	53159586	53161000
ENSG00000257809.1	AC034102.6	lncRNA	540	MYL6B antisense RNA 1	chr12	56150796	56158220
ENSG00000257813.2	AC090525.2	processed_pseudogene	2270	THAP domain containing 12 pseudogene	chr12	43569769	43572038
ENSG00000257815.6	AC025159.1	lncRNA	898.66	progenitor renewal associated non-coding RNA	chr12	69901918	70243405
ENSG00000257817.2	AC026765.2	lncRNA	996.43	TBX3 antisense RNA 1	chr12	114682292	114767989
ENSG00000257818.1	C1GALT1P1	processed_pseudogene	1089	C1GALT1 pseudogene 1	chr12	69284397	69285485
ENSG00000257820.1	MRPS6P4	processed_pseudogene	286	mitochondrial ribosomal protein S6 pseudogene 4	chr12	89319364	89319649
ENSG00000257823.1	AC092552.1	processed_pseudogene	906		chr12	75305452	75306357
ENSG00000257824.1	AC068789.1	lncRNA	577		chr12	54543111	54544105
ENSG00000257825.1	CR383656.9	transcribed_processed_pseudogene	42		chr14	18588274	18588315
ENSG00000257826.1	AL133304.2	lncRNA	886		chr14	36061026	36067190
ENSG00000257829.1	AC121757.1	lncRNA	624		chr12	52306616	52308371
ENSG00000257830.1	AC021066.1	lncRNA	647		chr12	52274647	52279156
ENSG00000257831.1	AL136418.1	lncRNA	975		chr14	31248628	31302739
ENSG00000257835.2	AC073591.1	lncRNA	652		chr12	77379770	77390869
ENSG00000257837.1	AC089998.2	lncRNA	277		chr12	82505211	82506188
ENSG00000257838.5	OTOAP1	transcribed_unprocessed_pseudogene	1800.2	OTOA pseudogene 1	chr16	22546964	22576682
ENSG00000257839.1	AC011611.4	lncRNA	779	PHLDA1 divergent transcript	chr12	76032658	76033897
ENSG00000257842.6	LINC02588	lncRNA	1326	NOVA1 divergent transcript	chr14	26598369	26806467
